 serial number,character,ferquency(pre million)
7291,鬍,0.04636 
7292,佉,0.04636 
7293,婼,0.04636 
7294,邾,0.04636 
7295,膽,0.04583 
7296,擐,0.04583 
7297,噍,0.04583 
7298,庫,0.04583 
7299,氇,0.04583 
7300,慮,0.04583 
7301,汧,0.04583 
7302,蹻,0.04583 
7303,紗,0.04583 
7304,縮,0.04583 
7305,觋,0.04583 
7306,堙,0.04583 
7307,撙,0.04583 
7308,測,0.04530 
7309,緋,0.04530 
7310,複,0.04530 
7311,挢,0.04530 
7312,寬,0.04530 
7313,鴷,0.04530 
7314,謎,0.04530 
7315,颥,0.04530 
7316,赸,0.04530 
7317,鲦,0.04530 
7318,燚,0.04530 
7319,蘡,0.04530 
7320,喲,0.04530 
7321,蜎,0.04530 
7322,悰,0.04478 
7323,刂,0.04478 
7324,沲,0.04478 
7325,疳,0.04478 
7326,凅,0.04478 
7327,桄,0.04478 
7328,揑,0.04478 
7329,喬,0.04478 
7330,紋,0.04478 
7331,誤,0.04478 
7332,烝,0.04478 
7333,佇,0.04478 
7334,瑊,0.04425 
7335,劇,0.04425 
7336,嚭,0.04425 
7337,碕,0.04425 
7338,繞,0.04425 
7339,譔,0.04425 
7340,踣,0.04372 
7341,髊,0.04372 
7342,窭,0.04372 
7343,凱,0.04372 
7344,瀰,0.04372 
7345,慓,0.04372 
7346,鞒,0.04372 
7347,灑,0.04372 
7348,兟,0.04372 
7349,慝,0.04372 
7350,烔,0.04372 
7351,燰,0.04372 
7352,襞,0.04320 
7353,薑,0.04320 
7354,紟,0.04320 
7355,臁,0.04320 
7356,矧,0.04320 
7357,韋,0.04320 
7358,獯,0.04320 
7359,瀹,0.04320 
7360,執,0.04320 
7361,蒇,0.04267 
7362,榱,0.04267 
7363,扽,0.04267 
7364,偳,0.04267 
7365,艴,0.04267 
7366,穀,0.04267 
7367,僅,0.04267 
7368,刭,0.04267 
7369,紤,0.04267 
7370,唛,0.04267 
7371,眛,0.04267 
7372,拏,0.04267 
7373,苤,0.04267 
7374,钋,0.04267 
7375,嗪,0.04267 
7376,觍,0.04267 
7377,臥,0.04267 
7378,蛘,0.04267 
7379,遺,0.04267 
7380,黪,0.04214 
7381,遞,0.04214 
7382,岎,0.04214 
7383,暠,0.04214 
7384,攉,0.04214 
7385,雞,0.04214 
7386,钕,0.04214 
7387,毹,0.04214 
7388,損,0.04214 
7389,廆,0.04214 
7390,揾,0.04214 
7391,勗,0.04214 
7392,氩,0.04214 
7393,玗,0.04214 
7394,澐,0.04214 
7395,紥,0.04214 
7396,闆,0.04162 
7397,紣,0.04162 
7398,垡,0.04162 
7399,慣,0.04162 
7400,璝,0.04162 
7401,缂,0.04162 
7402,綨,0.04162 
7403,玘,0.04162 
7404,骀,0.04162 
7405,昖,0.04162 
7406,窅,0.04162 
7407,菑,0.04162 
7408,詧,0.04109 
7409,锇,0.04109 
7410,鳇,0.04109 
7411,坰,0.04109 
7412,怾,0.04109 
7413,乇,0.04109 
7414,霨,0.04109 
7415,肟,0.04109 
7416,瑎,0.04109 
7417,飖,0.04109 
7418,嫄,0.04109 
7419,禎,0.04109 
7420,鬷,0.04109 
7421,財,0.04056 
7422,韂,0.04056 
7423,雋,0.04056 
7424,錄,0.04056 
7425,鷺,0.04056 
7426,瘰,0.04056 
7427,哌,0.04056 
7428,蜣,0.04056 
7429,囂,0.04056 
7430,仡,0.04056 
7431,籀,0.04056 
7432,嘗,0.04004 
7433,蕩,0.04004 
7434,讀,0.04004 
7435,噁,0.04004 
7436,髠,0.04004 
7437,鐮,0.04004 
7438,榮,0.04004 
7439,辻,0.04004 
7440,痩,0.04004 
7441,薤,0.04004 
7442,傭,0.04004 
7443,憂,0.04004 
7444,慾,0.04004 
7445,牂,0.04004 
7446,砟,0.04004 
7447,瓿,0.03951 
7448,寀,0.03951 
7449,墮,0.03951 
7450,搿,0.03951 
7451,僬,0.03951 
7452,捲,0.03951 
7453,瞞,0.03951 
7454,蠛,0.03951 
7455,孫,0.03951 
7456,誷,0.03951 
7457,鄉,0.03951 
7458,曐,0.03951 
7459,詠,0.03951 
7460,嵛,0.03951 
7461,惣,0.03951 
7462,紦,0.03898 
7463,忭,0.03898 
7464,瘛,0.03898 
7465,垌,0.03898 
7466,槔,0.03898 
7467,愰,0.03898 
7468,礦,0.03898 
7469,壸,0.03898 
7470,崙,0.03898 
7471,蛲,0.03898 
7472,鋪,0.03898 
7473,锓,0.03898 
7474,滠,0.03898 
7475,倓,0.03898 
7476,煺,0.03898 
7477,峣,0.03898 
7478,劓,0.03898 
7479,頵,0.03898 
7480,暫,0.03898 
7481,唄,0.03846 
7482,凈,0.03846 
7483,咵,0.03846 
7484,鏐,0.03846 
7485,獴,0.03846 
7486,嘧,0.03846 
7487,龐,0.03846 
7488,蟛,0.03846 
7489,陴,0.03846 
7490,俜,0.03846 
7491,袪,0.03846 
7492,洤,0.03846 
7493,騰,0.03846 
7494,辋,0.03846 
7495,鬚,0.03846 
7496,龠,0.03846 
7497,腠,0.03793 
7498,轹,0.03793 
7499,稆,0.03793 
7500,蝥,0.03793 
7501,蓂,0.03793 
7502,堋,0.03793 
7503,擾,0.03793 
7504,汍,0.03793 
7505,猇,0.03793 
7506,儀,0.03793 
7507,詟,0.03793 
7508,鞴,0.03740 
7509,筆,0.03740 
7510,詞,0.03740 
7511,氾,0.03740 
7512,咈,0.03740 
7513,齕,0.03740 
7514,黉,0.03740 
7515,襕,0.03740 
7516,柃,0.03740 
7517,镘,0.03740 
7518,浽,0.03740 
7519,蝟,0.03740 
7520,兇,0.03740 
7521,燿,0.03740 
7522,殪,0.03740 
7523,蒡,0.03687 
7524,捯,0.03687 
7525,旛,0.03687 
7526,巿,0.03687 
7527,胍,0.03687 
7528,骱,0.03687 
7529,杩,0.03687 
7530,恧,0.03687 
7531,跫,0.03687 
7532,篍,0.03687 
7533,唼,0.03687 
7534,酾,0.03687 
7535,騦,0.03687 
7536,穩,0.03687 
7537,垚,0.03687 
7538,罃,0.03687 
7539,餘,0.03687 
7540,贠,0.03687 
7541,躍,0.03687 
7542,掙,0.03687 
7543,職,0.03687 
7544,娡,0.03687 
7545,輩,0.03635 
7546,遲,0.03635 
7547,檔,0.03635 
7548,硐,0.03635 
7549,胲,0.03635 
7550,烀,0.03635 
7551,鄠,0.03635 
7552,碼,0.03635 
7553,跘,0.03635 
7554,噴,0.03635 
7555,凵,0.03635 
7556,鰸,0.03635 
7557,氍,0.03635 
7558,滲,0.03635 
7559,輸,0.03635 
7560,瓖,0.03635 
7561,忮,0.03635 
7562,壯,0.03635 
7563,苾,0.03582 
7564,攧,0.03582 
7565,芤,0.03582 
7566,岺,0.03582 
7567,罞,0.03582 
7568,伱,0.03582 
7569,瘮,0.03582 
7570,灣,0.03582 
7571,痖,0.03582 
7572,嘢,0.03582 
7573,踰,0.03582 
7574,箢,0.03582 
7575,哳,0.03582 
7576,鲡,0.03529 
7577,枬,0.03529 
7578,檎,0.03529 
7579,紹,0.03529 
7580,橦,0.03529 
7581,嘯,0.03529 
7582,諲,0.03529 
7583,饔,0.03529 
7584,枊,0.03477 
7585,戽,0.03477 
7586,狤,0.03477 
7587,峧,0.03477 
7588,囧,0.03477 
7589,蚑,0.03477 
7590,齊,0.03477 
7591,蠍,0.03477 
7592,砑,0.03477 
7593,嚥,0.03477 
7594,顗,0.03477 
7595,營,0.03477 
7596,纻,0.03477 
7597,甏,0.03424 
7598,廁,0.03424 
7599,漎,0.03424 
7600,盜,0.03424 
7601,氡,0.03424 
7602,钬,0.03424 
7603,唻,0.03424 
7604,墚,0.03424 
7605,鳴,0.03424 
7606,寢,0.03424 
7607,苘,0.03424 
7608,饣,0.03424 
7609,瑱,0.03424 
7610,穸,0.03424 
7611,翛,0.03424 
7612,洨,0.03424 
7613,晹,0.03424 
7614,針,0.03424 
7615,丒,0.03371 
7616,尷,0.03371 
7617,觏,0.03371 
7618,骺,0.03371 
7619,媩,0.03371 
7620,嚄,0.03371 
7621,枧,0.03371 
7622,俫,0.03371 
7623,瑯,0.03371 
7624,髎,0.03371 
7625,凜,0.03371 
7626,鹨,0.03371 
7627,毎,0.03371 
7628,麵,0.03371 
7629,瘼,0.03371 
7630,桤,0.03371 
7631,軀,0.03371 
7632,毵,0.03371 
7633,獸,0.03371 
7634,谞,0.03371 
7635,糈,0.03371 
7636,镟,0.03371 
7637,頉,0.03371 
7638,諸,0.03371 
7639,酲,0.03319 
7640,楱,0.03319 
7641,帯,0.03319 
7642,峎,0.03319 
7643,岣,0.03319 
7644,嶲,0.03319 
7645,喨,0.03319 
7646,苶,0.03319 
7647,肷,0.03319 
7648,傾,0.03319 
7649,睱,0.03319 
7650,铦,0.03319 
7651,曌,0.03319 
7652,憤,0.03266 
7653,柺,0.03266 
7654,扞,0.03266 
7655,積,0.03266 
7656,麿,0.03266 
7657,挻,0.03266 
7658,蕬,0.03266 
7659,辒,0.03266 
7660,懲,0.03213 
7661,餓,0.03213 
7662,铒,0.03213 
7663,戶,0.03213 
7664,鲣,0.03213 
7665,鑑,0.03213 
7666,蛑,0.03213 
7667,笢,0.03213 
7668,農,0.03213 
7669,啟,0.03213 
7670,葇,0.03213 
7671,裼,0.03213 
7672,塼,0.03213 
7673,熺,0.03213 
7674,黡,0.03213 
7675,煐,0.03213 
7676,湲,0.03213 
7677,帳,0.03213 
7678,酎,0.03213 
7679,毳,0.03161 
7680,坫,0.03161 
7681,額,0.03161 
7682,酐,0.03161 
7683,鈴,0.03161 
7684,痲,0.03161 
7685,潵,0.03161 
7686,埜,0.03161 
7687,匚,0.03108 
7688,蕡,0.03108 
7689,夬,0.03108 
7690,铪,0.03108 
7691,滉,0.03108 
7692,獎,0.03108 
7693,贶,0.03108 
7694,靣,0.03108 
7695,紕,0.03108 
7696,伹,0.03108 
7697,胂,0.03108 
7698,钘,0.03108 
7699,閻,0.03108 
7700,贏,0.03108 
7701,躜,0.03108 
7702,摛,0.03055 
7703,鎚,0.03055 
7704,袝,0.03055 
7705,構,0.03055 
7706,嵴,0.03055 
7707,趼,0.03055 
7708,锊,0.03055 
7709,泺,0.03055 
7710,悶,0.03055 
7711,勔,0.03055 
7712,諾,0.03055 
7713,擗,0.03055 
7714,玱,0.03055 
7715,犭,0.03055 
7716,渖,0.03055 
7717,肅,0.03055 
7718,舺,0.03055 
7719,烋,0.03055 
7720,訚,0.03055 
7721,妘,0.03055 
7722,舴,0.03055 
7723,孖,0.03055 
7724,繃,0.03003 
7725,疬,0.03003 
7726,肭,0.03003 
7727,簽,0.03003 
7728,橋,0.03003 
7729,掃,0.03003 
7730,螣,0.03003 
7731,涠,0.03003 
7732,鹇,0.03003 
7733,獻,0.03003 
7734,慉,0.03003 
7735,璿,0.03003 
7736,碹,0.03003 
7737,晊,0.03003 
7738,粢,0.03003 
7739,眵,0.02950 
7740,咁,0.02950 
7741,蟪,0.02950 
7742,劂,0.02950 
7743,嘅,0.02950 
7744,苈,0.02950 
7745,脈,0.02950 
7746,翹,0.02950 
7747,銳,0.02950 
7748,锼,0.02950 
7749,躧,0.02950 
7750,篂,0.02950 
7751,珧,0.02950 
7752,靿,0.02950 
7753,吲,0.02950 
7754,撥,0.02897 
7755,脞,0.02897 
7756,嶝,0.02897 
7757,锾,0.02897 
7758,籃,0.02897 
7759,饹,0.02897 
7760,簾,0.02897 
7761,钌,0.02897 
7762,緜,0.02897 
7763,坭,0.02897 
7764,嬸,0.02897 
7765,骕,0.02897 
7766,項,0.02897 
7767,縡,0.02897 
7768,斬,0.02897 
7769,賺,0.02897 
7770,編,0.02845 
7771,镈,0.02845 
7772,碲,0.02845 
7773,瓞,0.02845 
7774,賭,0.02845 
7775,鄜,0.02845 
7776,茳,0.02845 
7777,儘,0.02845 
7778,諒,0.02845 
7779,躐,0.02845 
7780,嵝,0.02845 
7781,陧,0.02845 
7782,厍,0.02845 
7783,鹴,0.02845 
7784,鎖,0.02845 
7785,畤,0.02845 
7786,鄹,0.02845 
7787,砹,0.02792 
7788,綁,0.02792 
7789,跐,0.02792 
7790,砘,0.02792 
7791,燉,0.02792 
7792,鸸,0.02792 
7793,館,0.02792 
7794,輝,0.02792 
7795,熲,0.02792 
7796,牻,0.02792 
7797,踡,0.02792 
7798,甦,0.02792 
7799,螗,0.02792 
7800,铽,0.02792 
7801,訓,0.02792 
7802,製,0.02792 
7803,縱,0.02792 
7804,阼,0.02792 
7805,埯,0.02739 
7806,沷,0.02739 
7807,姤,0.02739 
7808,貨,0.02739 
7809,廑,0.02739 
7810,碦,0.02739 
7811,嫏,0.02739 
7812,歛,0.02739 
7813,堳,0.02739 
7814,迺,0.02739 
7815,捨,0.02739 
7816,摅,0.02739 
7817,潄,0.02739 
7818,塽,0.02739 
7819,芴,0.02739 
7820,飲,0.02739 
7821,澤,0.02739 
7822,盩,0.02739 
7823,丶,0.02739 
7824,茲,0.02739 
7825,襬,0.02687 
7826,苄,0.02687 
7827,叢,0.02687 
7828,憞,0.02687 
7829,扢,0.02687 
7830,琯,0.02687 
7831,賤,0.02687 
7832,嬌,0.02687 
7833,舊,0.02687 
7834,醵,0.02687 
7835,掯,0.02687 
7836,燘,0.02687 
7837,硇,0.02687 
7838,惱,0.02687 
7839,鬿,0.02687 
7840,誦,0.02687 
7841,鞗,0.02687 
7842,酴,0.02687 
7843,堍,0.02687 
7844,彎,0.02687 
7845,舾,0.02687 
7846,舄,0.02687 
7847,暈,0.02687 
7848,姪,0.02687 
7849,崒,0.02687 
7850,艚,0.02634 
7851,榖,0.02634 
7852,腘,0.02634 
7853,晧,0.02634 
7854,缋,0.02634 
7855,夼,0.02634 
7856,虧,0.02634 
7857,懶,0.02634 
7858,爐,0.02634 
7859,駛,0.02634 
7860,湯,0.02634 
7861,鼗,0.02634 
7862,筅,0.02634 
7863,兗,0.02634 
7864,浥,0.02634 
7865,奓,0.02634 
7866,紖,0.02634 
7867,皺,0.02634 
7868,筯,0.02634 
7869,剉,0.02581 
7870,胨,0.02581 
7871,砜,0.02581 
7872,饸,0.02581 
7873,擠,0.02581 
7874,鲚,0.02581 
7875,鍵,0.02581 
7876,矻,0.02581 
7877,俛,0.02581 
7878,淠,0.02581 
7879,拤,0.02581 
7880,圊,0.02581 
7881,儍,0.02581 
7882,蔘,0.02581 
7883,鮻,0.02581 
7884,違,0.02581 
7885,烏,0.02581 
7886,迕,0.02581 
7887,祄,0.02581 
7888,衪,0.02581 
7889,臟,0.02581 
7890,拃,0.02581 
7891,钸,0.02529 
7892,倉,0.02529 
7893,菪,0.02529 
7894,兊,0.02529 
7895,杮,0.02529 
7896,禍,0.02529 
7897,哜,0.02529 
7898,勞,0.02529 
7899,輛,0.02529 
7900,貎,0.02529 
7901,撚,0.02529 
7902,棲,0.02529 
7903,蒨,0.02529 
7904,朊,0.02529 
7905,喪,0.02529 
7906,阘,0.02529 
7907,兲,0.02529 
7908,甕,0.02529 
7909,釿,0.02529 
7910,鹓,0.02529 
7911,鐾,0.02476 
7912,滗,0.02476 
7913,扠,0.02476 
7914,躔,0.02476 
7915,奌,0.02476 
7916,凍,0.02476 
7917,罣,0.02476 
7918,丷,0.02476 
7919,喛,0.02476 
7920,腈,0.02476 
7921,筘,0.02476 
7922,蠊,0.02476 
7923,暸,0.02476 
7924,盧,0.02476 
7925,彌,0.02476 
7926,豾,0.02476 
7927,埼,0.02476 
7928,骎,0.02476 
7929,惓,0.02476 
7930,飾,0.02476 
7931,谿,0.02476 
7932,箦,0.02476 
7933,橥,0.02476 
7934,斲,0.02476 
7935,奧,0.02423 
7936,鞞,0.02423 
7937,辶,0.02423 
7938,溝,0.02423 
7939,毌,0.02423 
7940,馘,0.02423 
7941,癋,0.02423 
7942,縠,0.02423 
7943,蕺,0.02423 
7944,濟,0.02423 
7945,駕,0.02423 
7946,琎,0.02423 
7947,絶,0.02423 
7948,镧,0.02423 
7949,浬,0.02423 
7950,琝,0.02423 
7951,犏,0.02423 
7952,圏,0.02423 
7953,亊,0.02423 
7954,獞,0.02423 
7955,漥,0.02423 
7956,暐,0.02423 
7957,爚,0.02423 
7958,仉,0.02423 
7959,詛,0.02423 
7960,髟,0.02371 
7961,瘥,0.02371 
7962,籓,0.02371 
7963,鋒,0.02371 
7964,绠,0.02371 
7965,糇,0.02371 
7966,獲,0.02371 
7967,頸,0.02371 
7968,徑,0.02371 
7969,垲,0.02371 
7970,綑,0.02371 
7971,獵,0.02371 
7972,坶,0.02371 
7973,齉,0.02371 
7974,旂,0.02371 
7975,巻,0.02371 
7976,骦,0.02371 
7977,罈,0.02371 
7978,觽,0.02371 
7979,莶,0.02371 
7980,瀟,0.02371 
7981,姎,0.02371 
7982,扆,0.02371 
7983,贊,0.02371 
7984,飐,0.02371 
7985,坌,0.02318 
7986,暢,0.02318 
7987,蹯,0.02318 
7988,钫,0.02318 
7989,廻,0.02318 
7990,監,0.02318 
7991,礓,0.02318 
7992,滘,0.02318 
7993,梱,0.02318 
7994,侶,0.02318 
7995,暼,0.02318 
7996,潛,0.02318 
7997,佢,0.02318 
7998,挼,0.02318 
7999,褟,0.02318 
8000,臺,0.02318 
8001,踼,0.02318 
8002,頹,0.02318 
8003,洩,0.02318 
8004,忄,0.02318 
8005,欻,0.02318 
8006,堉,0.02318 
8007,玧,0.02318 
8008,揞,0.02265 
8009,昻,0.02265 
8010,铋,0.02265 
8011,閟,0.02265 
8012,辭,0.02265 
8013,岽,0.02265 
8014,厾,0.02265 
8015,奪,0.02265 
8016,縫,0.02265 
8017,閤,0.02265 
8018,轘,0.02265 
8019,臘,0.02265 
8020,両,0.02265 
8021,蹽,0.02265 
8022,罠,0.02265 
8023,肀,0.02265 
8024,裵,0.02265 
8025,鸲,0.02265 
8026,嫰,0.02265 
8027,潤,0.02265 
8028,璛,0.02265 
8029,羰,0.02265 
8030,缷,0.02265 
8031,趐,0.02265 
8032,悅,0.02265 
8033,垞,0.02212 
8034,恥,0.02212 
8035,傺,0.02212 
8036,飺,0.02212 
8037,淓,0.02212 
8038,昐,0.02212 
8039,澉,0.02212 
8040,槨,0.02212 
8041,繫,0.02212 
8042,肼,0.02212 
8043,匊,0.02212 
8044,潰,0.02212 
8045,胬,0.02212 
8046,衄,0.02212 
8047,锫,0.02212 
8048,禥,0.02212 
8049,倿,0.02212 
8050,剠,0.02212 
8051,塙,0.02212 
8052,陞,0.02212 
8053,酞,0.02212 
8054,濤,0.02212 
8055,梶,0.02212 
8056,鼯,0.02212 
8057,啣,0.02212 
8058,廂,0.02212 
8059,蚃,0.02212 
8060,桖,0.02212 
8061,勳,0.02212 
8062,簷,0.02212 
8063,垟,0.02212 
8064,廙,0.02212 
8065,藝,0.02212 
8066,齋,0.02212 
8067,厔,0.02212 
8068,縳,0.02212 
8069,枨,0.02160 
8070,珵,0.02160 
8071,闖,0.02160 
8072,聰,0.02160 
8073,咶,0.02160 
8074,楶,0.02160 
8075,赆,0.02160 
8076,躹,0.02160 
8077,櫆,0.02160 
8078,圝,0.02160 
8079,螞,0.02160 
8080,鹛,0.02160 
8081,鹋,0.02160 
8082,窮,0.02160 
8083,葰,0.02160 
8084,炧,0.02160 
8085,榍,0.02160 
8086,鹯,0.02160 
8087,誌,0.02160 
8088,鑄,0.02160 
8089,窀,0.02160 
8090,棁,0.02160 
8091,鲃,0.02107 
8092,窆,0.02107 
8093,轒,0.02107 
8094,葢,0.02107 
8095,騩,0.02107 
8096,粿,0.02107 
8097,桊,0.02107 
8098,捃,0.02107 
8099,欗,0.02107 
8100,鎯,0.02107 
8101,礌,0.02107 
8102,燜,0.02107 
8103,砮,0.02107 
8104,璆,0.02107 
8105,晩,0.02107 
8106,蕹,0.02107 
8107,葙,0.02107 
8108,讠,0.02107 
8109,罨,0.02107 
8110,鷹,0.02107 
8111,瓚,0.02107 
8112,鍾,0.02107 
8113,锿,0.02054 
8114,轪,0.02054 
8115,罰,0.02054 
8116,酤,0.02054 
8117,蜾,0.02054 
8118,餜,0.02054 
8119,恝,0.02054 
8120,樫,0.02054 
8121,劒,0.02054 
8122,蟭,0.02054 
8123,蟜,0.02054 
8124,誡,0.02054 
8125,蒟,0.02054 
8126,鎧,0.02054 
8127,銙,0.02054 
8128,賴,0.02054 
8129,欄,0.02054 
8130,跞,0.02054 
8131,療,0.02054 
8132,蟟,0.02054 
8133,倫,0.02054 
8134,棆,0.02054 
8135,濆,0.02054 
8136,恓,0.02054 
8137,睒,0.02054 
8138,蒴,0.02054 
8139,俬,0.02054 
8140,锬,0.02054 
8141,篠,0.02054 
8142,媭,0.02054 
8143,訊,0.02054 
8144,渰,0.02054 
8145,鲻,0.02054 
8146,牴,0.02002 
8147,绗,0.02002 
8148,訸,0.02002 
8149,熇,0.02002 
8150,锪,0.02002 
8151,罽,0.02002 
8152,謹,0.02002 
8153,闊,0.02002 
8154,蠻,0.02002 
8155,懞,0.02002 
8156,厐,0.02002 
8157,钷,0.02002 
8158,皘,0.02002 
8159,巯,0.02002 
8160,璱,0.02002 
8161,祏,0.02002 
8162,鷫,0.02002 
8163,閑,0.02002 
8164,懸,0.02002 
8165,眢,0.02002 
8166,丬,0.02002 
8167,歩,0.01949 
8168,憝,0.01949 
8169,饳,0.01949 
8170,糼,0.01949 
8171,貫,0.01949 
8172,冱,0.01949 
8173,韁,0.01949 
8174,覚,0.01949 
8175,鹍,0.01949 
8176,勵,0.01949 
8177,浰,0.01949 
8178,廟,0.01949 
8179,糢,0.01949 
8180,傘,0.01949 
8181,蛸,0.01949 
8182,獅,0.01949 
8183,掭,0.01949 
8184,鉵,0.01949 
8185,偓,0.01949 
8186,懗,0.01949 
8187,虓,0.01949 
8188,噀,0.01949 
8189,缊,0.01949 
8190,驵,0.01949 
8191,阯,0.01949 
8192,滍,0.01949 
8193,稙,0.01949 
8194,礙,0.01896 
8195,庳,0.01896 
8196,萆,0.01896 
8197,蔵,0.01896 
8198,讇,0.01896 
8199,倅,0.01896 
8200,瘅,0.01896 
8201,铞,0.01896 
8202,芣,0.01896 
8203,馉,0.01896 
8204,鳸,0.01896 
8205,衁,0.01896 
8206,飢,0.01896 
8207,撿,0.01896 
8208,眍,0.01896 
8209,瀬,0.01896 
8210,糧,0.01896 
8211,崚,0.01896 
8212,鄤,0.01896 
8213,掹,0.01896 
8214,齧,0.01896 
8215,杻,0.01896 
8216,実,0.01896 
8217,聳,0.01896 
8218,羧,0.01896 
8219,钽,0.01896 
8220,詳,0.01896 
8221,瑆,0.01896 
8222,蔭,0.01896 
8223,柊,0.01896 
8224,註,0.01896 
8225,瘭,0.01844 
8226,嶒,0.01844 
8227,刬,0.01844 
8228,瑒,0.01844 
8229,帱,0.01844 
8230,醜,0.01844 
8231,搋,0.01844 
8232,腄,0.01844 
8233,阽,0.01844 
8234,歺,0.01844 
8235,渄,0.01844 
8236,墳,0.01844 
8237,阝,0.01844 
8238,嘠,0.01844 
8239,鹱,0.01844 
8240,渾,0.01844 
8241,鲒,0.01844 
8242,挶,0.01844 
8243,罝,0.01844 
8244,姖,0.01844 
8245,纍,0.01844 
8246,芼,0.01844 
8247,綿,0.01844 
8248,眽,0.01844 
8249,蕅,0.01844 
8250,甓,0.01844 
8251,棨,0.01844 
8252,縴,0.01844 
8253,锖,0.01844 
8254,繻,0.01844 
8255,汭,0.01844 
8256,爇,0.01844 
8257,憟,0.01844 
8258,貪,0.01844 
8259,璮,0.01844 
8260,祹,0.01844 
8261,趯,0.01844 
8262,捥,0.01844 
8263,噏,0.01844 
8264,蓥,0.01844 
8265,緻,0.01844 
8266,浐,0.01791 
8267,蚇,0.01791 
8268,賜,0.01791 
8269,扥,0.01791 
8270,癲,0.01791 
8271,垤,0.01791 
8272,兌,0.01791 
8273,峯,0.01791 
8274,洑,0.01791 
8275,祔,0.01791 
8276,悺,0.01791 
8277,櫃,0.01791 
8278,矦,0.01791 
8279,寯,0.01791 
8280,衎,0.01791 
8281,峇,0.01791 
8282,尅,0.01791 
8283,泐,0.01791 
8284,劙,0.01791 
8285,嚕,0.01791 
8286,魯,0.01791 
8287,荬,0.01791 
8288,眊,0.01791 
8289,蝻,0.01791 
8290,膩,0.01791 
8291,勸,0.01791 
8292,鎙,0.01791 
8293,箨,0.01791 
8294,汙,0.01791 
8295,脅,0.01791 
8296,晅,0.01791 
8297,蠅,0.01791 
8298,瘵,0.01791 
8299,揹,0.01738 
8300,逬,0.01738 
8301,痺,0.01738 
8302,廍,0.01738 
8303,偲,0.01738 
8304,冊,0.01738 
8305,瞝,0.01738 
8306,垯,0.01738 
8307,禘,0.01738 
8308,訶,0.01738 
8309,鹖,0.01738 
8310,靬,0.01738 
8311,谫,0.01738 
8312,檢,0.01738 
8313,倞,0.01738 
8314,胩,0.01738 
8315,窺,0.01738 
8316,罍,0.01738 
8317,钔,0.01738 
8318,嬝,0.01738 
8319,朅,0.01738 
8320,騷,0.01738 
8321,騊,0.01738 
8322,蓰,0.01738 
8323,妶,0.01738 
8324,挾,0.01738 
8325,訏,0.01738 
8326,曵,0.01738 
8327,絪,0.01738 
8328,嬰,0.01738 
8329,運,0.01738 
8330,臢,0.01738 
8331,迮,0.01738 
8332,晣,0.01738 
8333,鎮,0.01738 
8334,苧,0.01738 
8335,雸,0.01686 
8336,犮,0.01686 
8337,飽,0.01686 
8338,誧,0.01686 
8339,耖,0.01686 
8340,鶉,0.01686 
8341,溚,0.01686 
8342,鵝,0.01686 
8343,羮,0.01686 
8344,峠,0.01686 
8345,潅,0.01686 
8346,賀,0.01686 
8347,穫,0.01686 
8348,唊,0.01686 
8349,踺,0.01686 
8350,濺,0.01686 
8351,凥,0.01686 
8352,跼,0.01686 
8353,齡,0.01686 
8354,瑪,0.01686 
8355,嚜,0.01686 
8356,暪,0.01686 
8357,椠,0.01686 
8358,碃,0.01686 
8359,驅,0.01686 
8360,諡,0.01686 
8361,纟,0.01686 
8362,嗢,0.01686 
8363,鳼,0.01686 
8364,窩,0.01686 
8365,嗚,0.01686 
8366,卨,0.01686 
8367,衒,0.01686 
8368,簃,0.01686 
8369,瑩,0.01686 
8370,炤,0.01686 
8371,夂,0.01686 
8372,廒,0.01633 
8373,襜,0.01633 
8374,脣,0.01633 
8375,竄,0.01633 
8376,亸,0.01633 
8377,訪,0.01633 
8378,刧,0.01633 
8379,褧,0.01633 
8380,廇,0.01633 
8381,嘍,0.01633 
8382,璷,0.01633 
8383,葎,0.01633 
8384,宀,0.01633 
8385,譜,0.01633 
8386,殼,0.01633 
8387,豎,0.01633 
8388,脽,0.01633 
8389,絃,0.01633 
8390,洐,0.01633 
8391,詢,0.01633 
8392,嫕,0.01633 
8393,挓,0.01633 
8394,朘,0.01633 
8395,錶,0.01580 
8396,併,0.01580 
8397,侘,0.01580 
8398,赪,0.01580 
8399,齒,0.01580 
8400,吜,0.01580 
8401,儲,0.01580 
8402,啲,0.01580 
8403,睪,0.01580 
8404,餬,0.01580 
8405,耞,0.01580 
8406,蓳,0.01580 
8407,閰,0.01580 
8408,氪,0.01580 
8409,霊,0.01580 
8410,鬘,0.01580 
8411,娒,0.01580 
8412,聍,0.01580 
8413,榀,0.01580 
8414,攵,0.01580 
8415,渏,0.01580 
8416,鰭,0.01580 
8417,鹙,0.01580 
8418,赇,0.01580 
8419,屻,0.01580 
8420,涁,0.01580 
8421,繩,0.01580 
8422,攤,0.01580 
8423,惔,0.01580 
8424,藫,0.01580 
8425,醣,0.01580 
8426,駼,0.01580 
8427,亹,0.01580 
8428,氙,0.01580 
8429,鴞,0.01580 
8430,軒,0.01580 
8431,泶,0.01580 
8432,珜,0.01580 
8433,癢,0.01580 
8434,衤,0.01580 
8435,褕,0.01580 
8436,誅,0.01580 
8437,築,0.01580 
8438,辯,0.01528 
8439,彆,0.01528 
8440,猹,0.01528 
8441,踆,0.01528 
8442,撘,0.01528 
8443,蛁,0.01528 
